ID	(x,y)	        (larg,haut)	 temps(ms)
23	(0, 0)	(190, 110)	1480
48	(435, 417)	(15, 15)	1520
1	(40, 340)	(43, 79)	1520
0	(439, 295)	(34, 75)	1520
3	(503, 289)	(35, 74)	1520
46	(609, 242)	(34, 76)	1520
40	(87, 225)	(38, 77)	1520
30	(709, 218)	(32, 73)	1520
4	(271, 191)	(27, 77)	1520
6	(134, 191)	(70, 75)	1520
47	(605, 178)	(32, 66)	1520
5	(462, 160)	(25, 56)	1520
8	(302, 134)	(23, 64)	1520
12	(230, 102)	(26, 94)	1520
35	(368, 94)	(24, 57)	1520
45	(394, 62)	(25, 59)	1520
11	(282, 59)	(21, 56)	1520
15	(436, 25)	(60, 59)	1520
36	(317, 20)	(40, 56)	1520
17	(636, 0)	(132, 150)	1520
44	(715, 75)	(24, 20)	1520
38	(664, 24)	(18, 30)	1520
19	(502, 0)	(67, 71)	1520
42	(357, 0)	(31, 64)	1520
21	(292, 0)	(22, 20)	1520
23	(0, 0)	(190, 109)	1520
48	(435, 414)	(17, 18)	1560
1	(40, 341)	(44, 78)	1560
0	(438, 293)	(34, 77)	1560
3	(503, 290)	(33, 73)	1560
46	(610, 244)	(34, 75)	1560
40	(87, 227)	(37, 77)	1560
30	(708, 217)	(33, 74)	1560
6	(134, 191)	(70, 75)	1560
4	(271, 190)	(27, 76)	1560
47	(606, 179)	(32, 65)	1560
5	(462, 159)	(26, 57)	1560
8	(302, 133)	(22, 64)	1560
12	(230, 102)	(26, 95)	1560
35	(368, 95)	(24, 58)	1560
45	(394, 62)	(25, 59)	1560
11	(282, 58)	(20, 56)	1560
15	(436, 24)	(60, 61)	1560
36	(317, 20)	(40, 56)	1560
17	(637, 0)	(131, 150)	1560
44	(715, 76)	(25, 19)	1560
38	(665, 24)	(18, 36)	1560
19	(502, 0)	(67, 71)	1560
42	(360, 0)	(28, 63)	1560
21	(293, 0)	(21, 20)	1560
23	(0, 0)	(191, 109)	1560
48	(434, 412)	(19, 20)	1600
1	(41, 342)	(43, 77)	1600
0	(437, 292)	(35, 78)	1600
3	(503, 291)	(32, 72)	1600
46	(611, 245)	(34, 74)	1600
40	(87, 228)	(37, 76)	1600
30	(706, 216)	(34, 75)	1600
6	(134, 191)	(70, 75)	1600
4	(271, 188)	(27, 76)	1600
47	(607, 180)	(32, 65)	1600
5	(463, 158)	(25, 57)	1600
8	(302, 132)	(22, 64)	1600
12	(230, 103)	(26, 95)	1600
35	(368, 96)	(24, 59)	1600
45	(394, 63)	(25, 58)	1600
11	(281, 57)	(21, 56)	1600
15	(436, 24)	(60, 61)	1600
36	(318, 20)	(39, 56)	1600
17	(637, 0)	(131, 150)	1600
44	(715, 77)	(25, 18)	1600
38	(666, 24)	(17, 36)	1600
19	(501, 0)	(67, 71)	1600
42	(362, 0)	(27, 63)	1600
21	(294, 0)	(20, 20)	1600
23	(0, 0)	(191, 109)	1600
48	(432, 409)	(21, 23)	1640
1	(42, 342)	(42, 78)	1640
3	(503, 291)	(31, 72)	1640
0	(437, 291)	(34, 79)	1640
46	(612, 246)	(34, 73)	1640
40	(86, 229)	(36, 75)	1640
30	(705, 215)	(34, 76)	1640
6	(134, 191)	(70, 75)	1640
4	(271, 187)	(27, 73)	1640
47	(607, 182)	(32, 68)	1640
5	(463, 157)	(25, 57)	1640
8	(301, 131)	(23, 64)	1640
12	(230, 103)	(26, 95)	1640
35	(368, 97)	(25, 60)	1640
45	(394, 63)	(25, 58)	1640
11	(281, 57)	(21, 56)	1640
15	(437, 23)	(59, 62)	1640
36	(318, 20)	(38, 56)	1640
17	(638, 0)	(130, 152)	1640
44	(716, 77)	(25, 18)	1640
38	(667, 23)	(16, 40)	1640
19	(501, 0)	(67, 71)	1640
42	(363, 0)	(26, 63)	1640
21	(295, 0)	(17, 19)	1640
23	(0, 0)	(191, 109)	1640
48	(430, 407)	(23, 25)	1680
1	(42, 343)	(42, 77)	1680
3	(502, 292)	(30, 72)	1680
0	(436, 290)	(34, 80)	1680
46	(613, 247)	(34, 73)	1680
40	(86, 230)	(35, 74)	1680
30	(705, 214)	(33, 76)	1680
6	(134, 191)	(70, 75)	1680
4	(271, 185)	(27, 72)	1680
47	(608, 184)	(32, 70)	1680
5	(463, 156)	(26, 56)	1680
8	(301, 130)	(22, 63)	1680
12	(230, 104)	(26, 95)	1680
35	(368, 98)	(25, 60)	1680
45	(394, 64)	(25, 58)	1680
11	(280, 56)	(22, 57)	1680
15	(437, 22)	(59, 63)	1680
36	(318, 20)	(39, 56)	1680
17	(639, 0)	(129, 153)	1680
44	(715, 77)	(25, 19)	1680
38	(667, 24)	(16, 31)	1680
19	(501, 0)	(67, 71)	1680
42	(363, 0)	(26, 63)	1680
21	(296, 0)	(16, 19)	1680
23	(0, 0)	(191, 109)	1680
48	(427, 403)	(25, 29)	1720
1	(43, 344)	(41, 76)	1720
3	(499, 292)	(31, 72)	1720
0	(435, 287)	(33, 82)	1720
46	(614, 249)	(36, 71)	1720
40	(85, 232)	(34, 72)	1720
30	(704, 212)	(33, 77)	1720
6	(134, 191)	(70, 75)	1720
47	(609, 187)	(32, 72)	1720
4	(272, 182)	(25, 70)	1720
5	(464, 154)	(25, 54)	1720
8	(300, 128)	(23, 60)	1720
12	(230, 105)	(26, 94)	1720
35	(369, 99)	(24, 61)	1720
45	(394, 65)	(25, 59)	1720
11	(280, 56)	(21, 57)	1720
15	(439, 21)	(57, 64)	1720
36	(318, 20)	(39, 56)	1720
17	(641, 0)	(127, 155)	1720
44	(716, 77)	(25, 26)	1720
38	(668, 19)	(14, 33)	1720
19	(539, 0)	(29, 71)	1720
49	(501, 0)	(35, 47)	1720
42	(363, 0)	(27, 63)	1720
21	(296, 0)	(16, 19)	1720
23	(0, 0)	(192, 109)	1720
48	(426, 402)	(26, 30)	1760
1	(43, 345)	(41, 75)	1760
3	(497, 292)	(31, 72)	1760
0	(435, 286)	(32, 81)	1760
46	(615, 251)	(37, 69)	1760
40	(85, 233)	(33, 71)	1760
30	(704, 210)	(32, 77)	1760
6	(135, 192)	(69, 74)	1760
47	(609, 189)	(32, 72)	1760
4	(271, 181)	(26, 70)	1760
5	(464, 153)	(25, 53)	1760
8	(300, 127)	(23, 60)	1760
12	(230, 105)	(26, 94)	1760
35	(369, 100)	(25, 61)	1760
45	(394, 66)	(26, 60)	1760
11	(279, 55)	(22, 58)	1760
15	(439, 20)	(57, 65)	1760
36	(318, 20)	(39, 56)	1760
17	(641, 0)	(127, 156)	1760
44	(715, 77)	(25, 22)	1760
38	(668, 23)	(15, 29)	1760
19	(539, 0)	(29, 71)	1760
49	(501, 0)	(34, 47)	1760
42	(362, 0)	(32, 63)	1760
21	(296, 0)	(18, 19)	1760
23	(0, 0)	(192, 109)	1760
48	(427, 400)	(25, 32)	1800
1	(44, 346)	(40, 74)	1800
3	(492, 292)	(35, 72)	1800
0	(434, 284)	(32, 81)	1800
46	(616, 252)	(37, 69)	1800
40	(84, 234)	(33, 70)	1800
30	(703, 209)	(33, 76)	1800
6	(135, 192)	(69, 74)	1800
47	(610, 191)	(31, 72)	1800
4	(271, 180)	(26, 71)	1800
5	(464, 152)	(25, 53)	1800
8	(300, 126)	(23, 60)	1800
12	(230, 106)	(26, 93)	1800
35	(369, 101)	(25, 60)	1800
45	(394, 67)	(26, 61)	1800
11	(279, 55)	(22, 57)	1800
15	(438, 41)	(20, 45)	1800
36	(318, 21)	(40, 55)	1800
50	(459, 20)	(37, 62)	1800
17	(641, 0)	(127, 156)	1800
44	(715, 77)	(25, 28)	1800
38	(669, 22)	(14, 30)	1800
19	(539, 0)	(29, 71)	1800
49	(500, 0)	(35, 47)	1800
42	(362, 0)	(34, 63)	1800
21	(296, 0)	(18, 19)	1800
23	(0, 0)	(191, 109)	1800
48	(427, 398)	(24, 34)	1840
1	(44, 346)	(40, 74)	1840
